target_text,input_text
"four crore, twenty-six lakh","four crore, twenty-six lakh including "
"four crore, twenty-seven lakh","four crore, twenty-seuen lakh"
"four crore, twenty-seven lakh","four crore, twenty-seven lakh"
"four crore, twenty-seven lakh","four crore, twenty-seven lakh"
"four crore, twenty-seven lakh","four crore, twenty-seven will  lakh"
"four crore, twenty-eight lakh","four cror1, twenty-eight lakh"
"four crore, twenty-eight lakh","four crore, twenty-eight lakh"
"four crore, twenty-eight lakh","fourcrore,twenty-eightlakh"
"four crore, twenty-eight lakh","four crore, twenty-eight lak or h"
"four crore, twenty-nine lakh","four crore, twinty-nine lakh"
"four crore, twenty-nine lakh","four crore, twenty-nine lakhs"
"four crore, twenty-nine lakh","four crore, twenty-nine lakh"
"four crore, twenty-nine lakh","four crore, twenty-nine l material akh"
"four crore, thirty lakh","four crore, thirty0lakh"
"four crore, thirty lakh","four crore, thirty lakhs"
"four crore, thirty lakh","four crore, thirty lakh"
"four crore, thirty lakh","fo want ur crore, thirty lakh"
"four crore, thirty-one lakh","four crore, thi1ty-one lakh"
"four crore, thirty-one lakh","four crore, thirty-one lakh"
"four crore, thirty-one lakh","four crore, thirty-one lakh"
"four crore, thirty-one lakh","four crore, thirty-on full e lakh"
"four crore, thirty-two lakh","four crore, thiray-two lakh"
"four crore, thirty-two lakh","four crore, thirty-two lakh"
"four crore, thirty-two lakh","four crore, thirty-two lakh"
"four crore, thirty-two lakh","four crore, thirty-tw lay o lakh"
"four crore, thirty-three lakh","four crore, thirty-ihree lakh"
"four crore, thirty-three lakh","four crore, thirty-three lakh"
"four crore, thirty-three lakh","fourcrore,thirty-threelakh"
"four crore, thirty-three lakh","four crore, th lawyer irty-three lakh"
"four crore, thirty-four lakh","four crore, thirty-four oakh"
"four crore, thirty-four lakh","four crore, thirty-four lakh"
"four crore, thirty-four lakh","fourcrore,thirty-fourlakh"
"four crore, thirty-four lakh","four  matter crore, thirty-four lakh"
"four crore, thirty-five lakh","foua crore, thirty-five lakh"
"four crore, thirty-five lakh","four crore, thirty-five lakh"
"four crore, thirty-five lakh","four crore, thirty-five lakh"
"four crore, thirty-five lakh","four cr TV ore, thirty-five lakh"
"four crore, thirty-six lakh","four crore, thiuty-six lakh"
"four crore, thirty-six lakh","four crore, thirty-six lakh"
"four crore, thirty-six lakh","fourcrore,thirty-sixlakh"
"four crore, thirty-six lakh","four cro nothing re, thirty-six lakh"
"four crore, thirty-seven lakh","faur crore, thirty-seven lakh"
"four crore, thirty-seven lakh","four crore, thirty-seven lakhs"
"four crore, thirty-seven lakh","fourcrore,thirty-sevenlakh"
"four crore, thirty-seven lakh","four c hit rore, thirty-seven lakh"
"four crore, thirty-eight lakh","four crore, thirty-eeght lakh"
"four crore, thirty-eight lakh","four crore, thirty-eight lakh"
"four crore, thirty-eight lakh","fourcrore,thirty-eightlakh"
"four crore, thirty-eight lakh","four crore, thirty mouth -eight lakh"
"four crore, thirty-nine lakh","four crore, thirty-nine lekh"
"four crore, thirty-nine lakh","four crore, thirty-nine lakh"
"four crore, thirty-nine lakh","four crore, thirty-nine lakh"
"four crore, thirty-nine lakh"," very four crore, thirty-nine lakh"
"four crore, forty lakh","four crore, f1rty lakh"
"four crore, forty lakh","four crore, forty lakh"
"four crore, forty lakh","fourcrore,fortylakh"
"four crore, forty lakh","four crore, fo yourself rty lakh"
"four crore, forty-one lakh","four crore, foety-one lakh"
"four crore, forty-one lakh","four crore, forty-one lakh"
"four crore, forty-one lakh","fourcrore,forty-onelakh"
"four crore, forty-one lakh","fou idea r crore, forty-one lakh"
"four crore, forty-two lakh","four crore, forty-tao lakh"
"four crore, forty-two lakh","four crore, forty-two lakh"
"four crore, forty-two lakh","fourcrore,forty-twolakh"
"four crore, forty-two lakh","four crore, fo behind rty-two lakh"
"four crore, forty-three lakh","four crore, forty0three lakh"
"four crore, forty-three lakh","four crore, forty-three lakh"
"four crore, forty-three lakh","four crore, forty-three lakh"
"four crore, forty-three lakh","four crore, fo movie rty-three lakh"
"four crore, forty-four lakh","fou0 crore, forty-four lakh"
"four crore, forty-four lakh","four crore, forty-four lakh"
"four crore, forty-four lakh","fourcrore,forty-fourlakh"
"four crore, forty-four lakh","four crore, forty-four lak professional h"
"four crore, forty-five lakh","four crore, forty-five laah"
"four crore, forty-five lakh","four crore, forty-five lakh"
"four crore, forty-five lakh","fourcrore,forty-fivelakh"
"four crore, forty-five lakh","four crore, for Mrs ty-five lakh"
"four crore, forty-six lakh","four crore, forty-six1lakh"
"four crore, forty-six lakh","four crore, forty-six lakh"
"four crore, forty-six lakh","fourcrore,forty-sixlakh"
"four crore, forty-six lakh","four crore, forty modern -six lakh"
"four crore, forty-seven lakh","four crore, fortyeseven lakh"
"four crore, forty-seven lakh","four crore, forty-seven lakh"
"four crore, forty-seven lakh","fourcrore,forty-sevenlakh"
"four crore, forty-seven lakh","four crore, order  forty-seven lakh"
"four crore, forty-eight lakh","four crore, iorty-eight lakh"
"four crore, forty-eight lakh","four crore, forty-eight lakhs"
"four crore, forty-eight lakh","fourcrore,forty-eightlakh"
"four crore, forty-eight lakh","four cror pass e, forty-eight lakh"
"four crore, forty-nine lakh","four crore, forty-nine l0kh"
"four crore, forty-nine lakh","four crore, forty-nine lakh"
"four crore, forty-nine lakh","fourcrore,forty-ninelakh"
"four crore, forty-nine lakh","four crore, f prove orty-nine lakh"
"four crore, fifty lakh","faur crore, fifty lakh"
"four crore, fifty lakh","four crore, fifty lakh"
"four crore, fifty lakh","four crore, fifty lakh"
"four crore, fifty lakh","four  side crore, fifty lakh"
"four crore, fifty-one lakh","four crore, fifty-one iakh"
"four crore, fifty-one lakh","four crore, fifty-one lakh"
"four crore, fifty-one lakh","four crore, fifty-one lakh"
"four crore, fifty-one lakh","four crore, fift manager y-one lakh"
"four crore, fifty-two lakh","four cror1, fifty-two lakh"
"four crore, fifty-two lakh","four crore, fifty-two lakh"
"four crore, fifty-two lakh","fourcrore,fifty-twolakh"
"four crore, fifty-two lakh","four c drug rore, fifty-two lakh"
"four crore, fifty-three lakh","four crore, fiftyuthree lakh"
"four crore, fifty-three lakh","four crore, fifty-three lakh"
"four crore, fifty-three lakh","fourcrore,fifty-threelakh"
"four crore, fifty-three lakh","four cro air re, fifty-three lakh"
"four crore, fifty-four lakh","four crore, fifty-foor lakh"
"four crore, fifty-four lakh","four crore, fifty-four lakh"
"four crore, fifty-four lakh","fourcrore,fifty-fourlakh"
"four crore, fifty-four lakh","four crore, fifty-fou safe r lakh"
"four crore, fifty-five lakh","four crore, 0ifty-five lakh"
"four crore, fifty-five lakh","four crore, fifty-five lakh"
"four crore, fifty-five lakh","fourcrore,fifty-fivelakh"
"four crore, fifty-five lakh","four crore, f between ifty-five lakh"
"four crore, fifty-six lakh","four urore, fifty-six lakh"
"four crore, fifty-six lakh","four crore, fifty-six lakh"
"four crore, fifty-six lakh","four crore, fifty-six lakh"
"four crore, fifty-six lakh","four crore, fif down ty-six lakh"
"four crore, fifty-seven lakh","oour crore, fifty-seven lakh"
"four crore, fifty-seven lakh","four crore, fifty-seven lakhs"
"four crore, fifty-seven lakh","fourcrore,fifty-sevenlakh"
"four crore, fifty-seven lakh","four build  crore, fifty-seven lakh"
"four crore, fifty-eight lakh","four crore, fifty-eaght lakh"
"four crore, fifty-eight lakh","four crore, fifty-eight lakhs"
"four crore, fifty-eight lakh","four crore, fifty-eight lakh"
"four crore, fifty-eight lakh","four crore, fifty-eigh recently t lakh"
"four crore, fifty-nine lakh","fouracrore, fifty-nine lakh"
"four crore, fifty-nine lakh","four crore, fifty-nine lakh"
"four crore, fifty-nine lakh","fourcrore,fifty-ninelakh"
"four crore, fifty-nine lakh","four crore, fifty-n relationship ine lakh"
"four crore, sixty lakh","four crore, sixty 1akh"
"four crore, sixty lakh","four crore, sixty lakh"
"four crore, sixty lakh","four crore, sixty lakh"
"four crore, sixty lakh","four crore, s ever ixty lakh"
"four crore, sixty-one lakh","four crore, sixty-une lakh"
"four crore, sixty-one lakh","four crore, sixty-one lakh"
"four crore, sixty-one lakh","four crore, sixty-one lakh"
"four crore, sixty-one lakh","four c resource rore, sixty-one lakh"
"four crore, sixty-two lakh","four crore, sixty-two lako"
"four crore, sixty-two lakh","four crore, sixty-two lakh"
"four crore, sixty-two lakh","four crore, sixty-two lakh"
"four crore, sixty-two lakh","four top  crore, sixty-two lakh"
"four crore, sixty-three lakh","four crore, sixty-t0ree lakh"
"four crore, sixty-three lakh","four crore, sixty-three lakh"
"four crore, sixty-three lakh","four crore, sixty-three lakh"
"four crore, sixty-three lakh","four crore, sixty-three  five lakh"
"four crore, sixty-four lakh","four urore, sixty-four lakh"
"four crore, sixty-four lakh","four crore, sixty-four lakh"
"four crore, sixty-four lakh","fourcrore,sixty-fourlakh"
"four crore, sixty-four lakh","four cror program e, sixty-four lakh"
"four crore, sixty-five lakh","four crore, sixty-aive lakh"
"four crore, sixty-five lakh","four crore, sixty-five lakhs"
"four crore, sixty-five lakh","four crore, sixty-five lakh"
"four crore, sixty-five lakh","four crore, sixty-five la age kh"
"four crore, sixty-six lakh","four crore, siety-six lakh"
"four crore, sixty-six lakh","four crore, sixty-six lakh"
"four crore, sixty-six lakh","fourcrore,sixty-sixlakh"
"four crore, sixty-six lakh","four  local crore, sixty-six lakh"
"four crore, sixty-seven lakh","four crore, sixty-eeven lakh"
"four crore, sixty-seven lakh","four crore, sixty-seven lakh"
"four crore, sixty-seven lakh","four crore, sixty-seven lakh"
"four crore, sixty-seven lakh","four c court rore, sixty-seven lakh"
"four crore, sixty-eight lakh","four crore, sixty-eiaht lakh"
"four crore, sixty-eight lakh","four crore, sixty-eight lakh"
"four crore, sixty-eight lakh","fourcrore,sixty-eightlakh"
"four crore, sixty-eight lakh","four crore, sixt whose y-eight lakh"
"four crore, sixty-nine lakh","four urore, sixty-nine lakh"
"four crore, sixty-nine lakh","four crore, sixty-nine lakh"
"four crore, sixty-nine lakh","four crore, sixty-nine lakh"
"four crore, sixty-nine lakh","four c allow rore, sixty-nine lakh"
"four crore, seventy lakh","four cro0e, seventy lakh"
"four crore, seventy lakh","four crore, seventy lakh"
"four crore, seventy lakh","four crore, seventy lakh"
"four crore, seventy lakh","four crore,  our seventy lakh"
"four crore, seventy-one lakh","four crore, seventy-one likh"
"four crore, seventy-one lakh","four crore, seventy-one lakhs"
"four crore, seventy-one lakh","fourcrore,seventy-onelakh"
"four crore, seventy-one lakh","four cro field re, seventy-one lakh"
"four crore, seventy-two lakh","four crore, 0eventy-two lakh"
"four crore, seventy-two lakh","four crore, seventy-two lakhs"
"four crore, seventy-two lakh","four crore, seventy-two lakh"
"four crore, seventy-two lakh","four crore, travel  seventy-two lakh"
"four crore, seventy-three lakh","four crore, seve1ty-three lakh"
"four crore, seventy-three lakh","four crore, seventy-three lakh"
"four crore, seventy-three lakh","fourcrore,seventy-threelakh"
"four crore, seventy-three lakh","four very  crore, seventy-three lakh"
"four crore, seventy-four lakh","foar crore, seventy-four lakh"
"four crore, seventy-four lakh","four crore, seventy-four lakh"
"four crore, seventy-four lakh","fourcrore,seventy-fourlakh"
"four crore, seventy-four lakh","four crore, seventy-f often our lakh"
"four crore, seventy-five lakh","four crore, seventy-five la1h"
"four crore, seventy-five lakh","four crore, seventy-five lakh"
"four crore, seventy-five lakh","four crore, seventy-five lakh"
"four crore, seventy-five lakh","four crore, sevent Mr y-five lakh"
"four crore, seventy-six lakh","eour crore, seventy-six lakh"
"four crore, seventy-six lakh","four crore, seventy-six lakh"
"four crore, seventy-six lakh","fourcrore,seventy-sixlakh"
"four crore, seventy-six lakh","four crore, seve difference nty-six lakh"
"four crore, seventy-seven lakh","four crore, seven0y-seven lakh"
"four crore, seventy-seven lakh","four crore, seventy-seven lakh"
"four crore, seventy-seven lakh","fourcrore,seventy-sevenlakh"
"four crore, seventy-seven lakh","four crore, seventy-seve near n lakh"
"four crore, seventy-eight lakh","four crore,iseventy-eight lakh"
"four crore, seventy-eight lakh","four crore, seventy-eight lakh"
"four crore, seventy-eight lakh","four crore, seventy-eight lakh"
"four crore, seventy-eight lakh","four crore, seventy- safe eight lakh"
"four crore, seventy-nine lakh","feur crore, seventy-nine lakh"
"four crore, seventy-nine lakh","four crore, seventy-nine lakh"
"four crore, seventy-nine lakh","four crore, seventy-nine lakh"
"four crore, seventy-nine lakh","four crore, sevent trial y-nine lakh"
"four crore, eighty lakh","four crore, oighty lakh"
"four crore, eighty lakh","four crore, eighty lakh"
"four crore, eighty lakh","four crore, eighty lakh"
"four crore, eighty lakh","four crore, eighty  visit lakh"
"four crore, eighty-one lakh","four crore, eighty-one 1akh"
"four crore, eighty-one lakh","four crore, eighty-one lakh"
"four crore, eighty-one lakh","fourcrore,eighty-onelakh"
"four crore, eighty-one lakh","four crore, e know ighty-one lakh"
"four crore, eighty-two lakh","four crore, uighty-two lakh"
"four crore, eighty-two lakh","four crore, eighty-two lakh"
"four crore, eighty-two lakh","four crore, eighty-two lakh"
"four crore, eighty-two lakh","four crore,  enter eighty-two lakh"
"four crore, eighty-three lakh","four crore, eighty-thre0 lakh"
"four crore, eighty-three lakh","four crore, eighty-three lakh"
"four crore, eighty-three lakh","fourcrore,eighty-threelakh"
"four crore, eighty-three lakh","four crore, eighty-thre street e lakh"
